timestamp,run,asset,exchange,algorithm,mean_return,min_return,max_return,final_return
2025-12-01 16:51:45,2,ETH/USDT,binance,MC First Visit,0.06096611956173479,-0.7838103565372236,1.1525709045734618,0.41322961043050405
2025-12-01 16:51:45,2,ETH/USDT,binance,SARSA,0.21407034521307328,-0.2534876941592474,0.8841373796335784,0.22908853382255057
2025-12-01 16:51:45,2,ETH/USDT,binance,Q-Learning,0.6738607742228585,-0.42546046506313945,1.02177010935724,0.33008737184709375
2025-12-01 16:51:59,3,ETH/USDT,binance,MC First Visit,-0.13059323906265924,-0.46427930863702915,0.8646178200213276,-0.46427930863702915
2025-12-01 16:51:59,3,ETH/USDT,binance,SARSA,0.7205693402308417,-1.1528300175215311,1.1734915901771596,0.8896512759337676
2025-12-01 16:51:59,3,ETH/USDT,binance,Q-Learning,0.5300295222391342,-0.32574896190262204,1.3858588893325992,0.6438033149586992
2025-12-01 16:52:13,4,ETH/USDT,binance,MC First Visit,-0.1775017649402266,-1.247396445005585,1.0025258117475688,0.10949488438345549
2025-12-01 16:52:13,4,ETH/USDT,binance,SARSA,0.4596676041194524,-0.14031640955773692,1.7421236921974572,0.2942474731975975
2025-12-01 16:52:13,4,ETH/USDT,binance,Q-Learning,0.6482775534858185,-1.1208778470514786,1.2096569512540734,0.8002593996207746
2025-12-01 16:52:26,5,ETH/USDT,binance,MC First Visit,0.11619197555939728,-1.098630391872235,1.2214342685931008,-0.805579358339015
2025-12-01 16:52:26,5,ETH/USDT,binance,SARSA,0.4288860585321971,-0.7463582859817081,1.4717291899018374,-0.4874357660857346
2025-12-01 16:52:26,5,ETH/USDT,binance,Q-Learning,0.4089384420134204,-0.6377551955427305,0.9995842888115205,0.39487729819447065
2025-12-01 16:52:40,6,ETH/USDT,binance,MC First Visit,0.10582988880516733,-0.9091129351568881,1.393621939511894,0.12614670969017697
2025-12-01 16:52:40,6,ETH/USDT,binance,SARSA,-0.05236930729557012,-0.5518988855502392,1.445361385715637,-0.5518988855502392
2025-12-01 16:52:40,6,ETH/USDT,binance,Q-Learning,0.4175296508790717,-0.479600479300424,1.1187019353644514,0.1935064139135229
2025-12-01 16:52:51,7,ETH/USDT,binance,MC First Visit,0.16081149358960706,-1.1644063905772157,0.9571168878226927,-0.11679559367291434
2025-12-01 16:52:51,7,ETH/USDT,binance,SARSA,0.39896865308125745,-0.44956355112791796,1.4443074152595667,0.28437041517585704
2025-12-01 16:52:51,7,ETH/USDT,binance,Q-Learning,0.32610173718040825,-0.5829864821413078,0.7532521410050614,-0.10383773373720406
2025-12-01 16:53:00,8,ETH/USDT,binance,MC First Visit,-0.023641399400647557,-0.557594731058445,1.3070649510579406,0.6649316725403005
2025-12-01 16:53:00,8,ETH/USDT,binance,SARSA,0.2618707804608851,-0.3502365896634769,1.0344726304279255,0.3142205617656224
2025-12-01 16:53:00,8,ETH/USDT,binance,Q-Learning,0.2646440777846733,-0.7971479374593091,0.71299396341786,0.71299396341786
2025-12-01 16:53:11,9,ETH/USDT,binance,MC First Visit,0.023534015247722362,-0.6070529453597479,0.9060223140471074,-0.5726248791538353
2025-12-01 16:53:11,9,ETH/USDT,binance,SARSA,0.6354077651914258,-0.529183888423213,1.3725979769204875,0.3106672931689487
2025-12-01 16:53:11,9,ETH/USDT,binance,Q-Learning,0.47218833480453537,-0.5180895540038245,1.2907814091900647,0.15336483928865477
2025-12-01 16:53:22,10,ETH/USDT,binance,MC First Visit,0.2826492670233534,-1.0906326568754214,1.1339870354214685,0.7979679475480561
2025-12-01 16:53:22,10,ETH/USDT,binance,SARSA,-0.007582194734941728,-0.6281329252447214,1.1341775341930984,0.530653076341824
2025-12-01 16:53:22,10,ETH/USDT,binance,Q-Learning,0.40473790599133264,-0.7860328802782672,0.9771248916404964,-0.059215255632545566
2025-12-01 16:57:36,1,ETH/USDT,binance,MC First Visit,0.005766784899003519,-1.0039063383921978,0.9904796703476187,0.2583953728987514
2025-12-01 16:57:36,1,ETH/USDT,binance,SARSA,0.33482522301151435,-0.6626206716413447,1.6180789508750761,0.2649104081040165
2025-12-01 16:57:36,1,ETH/USDT,binance,Q-Learning,0.1731790960699629,-0.5457906647299178,1.4779333856416268,0.18560275660402112
2025-12-01 16:57:46,2,ETH/USDT,binance,MC First Visit,0.22387273273330477,-0.7672529170823755,0.8399491027079518,-0.33290470950056184
2025-12-01 16:57:46,2,ETH/USDT,binance,SARSA,0.7994243198319255,-0.26075376405125605,1.7258049327951708,0.44287575215385433
2025-12-01 16:57:46,2,ETH/USDT,binance,Q-Learning,0.3110754419439683,-0.32083596897248845,1.2389316431947965,0.5784671916458358
2025-12-01 17:00:52,1,ETH/USDT,binance,MC First Visit,0.4272982896241885,-1.1317049456096813,1.6479021750650098,0.1793910501128171
2025-12-01 17:00:52,1,ETH/USDT,binance,SARSA,0.6024293266645921,-0.4120690697553515,1.1220146950388057,0.9894634522727206
2025-12-01 17:00:52,1,ETH/USDT,binance,Q-Learning,0.5413870167004932,-1.0739808683147485,1.1155971856417775,1.1155971856417775
2025-12-01 17:00:58,2,ETH/USDT,binance,MC First Visit,0.2843149666030108,-0.7763804794423257,1.273365139165205,0.6223099445184657
2025-12-01 17:00:58,2,ETH/USDT,binance,SARSA,0.19471470149764952,-0.631065306239724,0.8585289386873138,-0.1500321826995149
2025-12-01 17:00:58,2,ETH/USDT,binance,Q-Learning,0.37611321675469295,-0.903481353892279,1.098557265486284,0.5579359700106825
2025-12-01 17:01:04,3,ETH/USDT,binance,MC First Visit,0.0441728842707917,-0.4437358175768931,0.9911894891658186,-0.020019585575686866
2025-12-01 17:01:04,3,ETH/USDT,binance,SARSA,0.4318438782834229,-0.6018573998317629,0.9457108272466107,0.0699653425718106
2025-12-01 17:01:04,3,ETH/USDT,binance,Q-Learning,0.20122601559601883,-1.0006891930034552,1.3106513312861976,-0.014096322878830147
2025-12-01 17:01:11,4,ETH/USDT,binance,MC First Visit,0.23661530526135488,-0.8439584043211391,1.242586101502819,0.6335842733676991
2025-12-01 17:01:11,4,ETH/USDT,binance,SARSA,0.6942398217896505,-0.5283177102735747,2.1825892488609266,0.8667180953854278
2025-12-01 17:01:11,4,ETH/USDT,binance,Q-Learning,0.3688060846364183,-0.7215111716220658,0.8628767566161666,0.4165650674912424
2025-12-01 17:01:18,5,ETH/USDT,binance,MC First Visit,0.27036010191694865,-1.2795012306210571,1.4184679499294173,0.6378259979436122
2025-12-01 17:01:18,5,ETH/USDT,binance,SARSA,0.7104931336288132,-0.5438321765653966,1.0933669270954376,0.8671690145110801
2025-12-01 17:01:18,5,ETH/USDT,binance,Q-Learning,0.4617416995099834,-1.2973888006022354,1.0878710684354231,0.537343755014849
2025-12-01 17:01:26,6,ETH/USDT,binance,MC First Visit,0.2660651970711726,-0.5969148645421397,1.1691067056697384,-0.4878565524205822
2025-12-01 17:01:26,6,ETH/USDT,binance,SARSA,0.40664851223171433,-0.6423792993953327,1.1842270500590466,0.4702354338488854
2025-12-01 17:01:26,6,ETH/USDT,binance,Q-Learning,0.28817200236296137,-0.35356907835125206,0.9305333498007154,0.5911934644479462
2025-12-01 17:01:37,7,ETH/USDT,binance,MC First Visit,0.26736257461545804,-0.8573220727007628,1.4641742742349357,0.555568905127212
2025-12-01 17:01:37,7,ETH/USDT,binance,SARSA,0.7851144922618751,-1.016292769219,1.3623097632847236,1.0008667234103206
2025-12-01 17:01:37,7,ETH/USDT,binance,Q-Learning,0.31182332798184637,-0.2979736111890451,0.938549918351141,-0.23907347790508562
2025-12-01 17:01:48,8,ETH/USDT,binance,MC First Visit,0.255468734237584,-0.4409575509370715,1.1648828278765269,-0.4409575509370715
2025-12-01 17:01:48,8,ETH/USDT,binance,SARSA,0.24284544305056216,-1.050538226652022,1.5727936409868466,0.6033858434938381
2025-12-01 17:01:48,8,ETH/USDT,binance,Q-Learning,0.2146292726846768,-0.3537491070746504,0.8593019101096397,-0.13566791552844215
2025-12-01 17:01:59,9,ETH/USDT,binance,MC First Visit,-0.29557544271423375,-1.3545133123001716,0.6719010477539139,0.2686768407245065
2025-12-01 17:01:59,9,ETH/USDT,binance,SARSA,0.18179725092860693,-0.33756051560723893,1.3259532443448825,0.9769647647784323
2025-12-01 17:01:59,9,ETH/USDT,binance,Q-Learning,0.48442636170021,-0.3659993431942817,1.3086634629503888,0.2810618476165767
2025-12-01 17:02:10,10,ETH/USDT,binance,MC First Visit,0.2580114251404654,-0.7206046052459946,1.1044642789992696,-0.7206046052459946
2025-12-01 17:02:10,10,ETH/USDT,binance,SARSA,0.9334377188829166,-1.0193026799976501,1.6097856171636922,0.6073125567692103
2025-12-01 17:02:10,10,ETH/USDT,binance,Q-Learning,0.06579366221216496,-0.5451690386108254,0.8513513050634414,0.6342714301791156
2025-12-01 17:04:44,1,ETH/USDT,binance,MC First Visit,0.6447808135671506,-0.4028182900024221,1.2497375743601626,0.707331981616636
2025-12-01 17:04:44,1,ETH/USDT,binance,SARSA,0.8147338142928149,-0.49284962754910094,1.3805757929465645,0.9214574852850655
2025-12-01 17:04:44,1,ETH/USDT,binance,Q-Learning,0.24775587197882118,-1.0626627457949973,1.3444074102772865,0.19343041586861626
2025-12-01 17:06:16,1,ETH/USDT,binance,MC First Visit,-0.21516204640834174,-1.2272992594727843,1.2727902560213549,0.6505525174744312
2025-12-01 17:06:16,1,ETH/USDT,binance,SARSA,0.3062793300826442,-0.5449467254749747,1.2185548136926516,1.2185548136926516
2025-12-01 17:06:16,1,ETH/USDT,binance,Q-Learning,0.5336299778850692,-0.5436046625522937,0.9737140036031758,0.18440522873616066
2025-12-01 17:08:10,1,ETH/USDT,binance,MC First Visit,0.10190700835989464,-0.6087936125749441,1.4840212931908352,-0.6087936125749441
2025-12-01 17:08:10,1,ETH/USDT,binance,SARSA,0.42728106674854854,-0.8132814986298638,0.943506606151268,-0.13745846615531768
2025-12-01 17:08:10,1,ETH/USDT,binance,Q-Learning,0.15094421889360052,-0.5593380341391437,0.752508781905139,0.1310352043953593
